index,sentence
15054,kewell opens liverpool account
15055,kirner urges female replacement for councillor
15056,kuznetsova keeps momentum going in la
15057,land shortage blamed for housing woes
15058,launceston cardiology boss to go hospital seeks
15059,liberia takes steps to peace amid taylor confusion
15060,life sentence for south korean subway arsonist
15061,lomu back in training for wellington
15062,low cost accommodation decline being addressed
15063,lower rate rise offset with new charge
15064,man in court on people smuggling charges
15065,man shot dead outside home
15066,man undergoes emergency surgery after stabbing
15067,mars ready for best view in 60000 years
15068,men questioned over illegal tobacco find
15069,mice proving damaging for farmers
15070,ministers discuss public liability insurance
15071,ministers sign off on indemnity plan
15072,ministers to discuss indemnity premiums
15073,money printing plant workers to strike
15074,montgomery plans to return to us
15075,more mature sugiyama hitting her stride
15076,mostly business as usual in indonesia
15077,mp holds nurse pay crisis meeting
15078,mp welcomes time for more reef submissions
15079,naracoorte minister to fight gay decision
15080,nasa plans to resume shuttle flights in early 2004
15081,new breastfeeding support program launched in tas
15082,night patrol bus disappears
15083,no big brother thanks were malawian
15084,no decision on assistance suspension to israel us
15085,no early start for lobster fishing
15086,no end in sight to qld tree clearing debate
15087,no labor support for us bases crean says
15088,no laughing in court for edinburgh comedians
15089,north coast water use tumbles
15090,officer tells police inquiry of impediments to
15091,opponents vow to fight detention ruling
15092,painful findings for health service
15093,pakistan denies aiding iran nuclear weapons drive
15094,palestinian prisoners released
15095,parents urged to check ekka showbags
15096,pastoralists face income cut
15097,pay offer to teachers insulting says opposition
15098,pentagon denies us forces are stretched
15099,philippoussis withdraws from montreal
15100,pilbara gets say on indigenous support services
15101,plantation inquiry to hear logging positives
15102,plummer set to replace mcintosh
15103,pm offers indonesia a helping hand
15104,pm vows help with bomb probe
15105,pneumonia cases baffle us army doctors
15106,police highlight alcohol charges
15107,police issue warning about e mail and fax scams
15108,police probe fatal house blaze
15109,police search for sex attackers
15110,police to crack down on cbd alcohol related crime
15111,ponting praises northern australia tour
15112,pressure on govt to release hospital waiting lists
15113,prison officers forecast industrial action over
15114,probe clears gay bishop elect
15115,public comes to recycling centres rescue
15116,public gets drinking water assurances
15117,qantas defends planned drug testing policy
15118,qantas staff to hold stop work meetings over drug
15119,qld opposition hops aboard bombay express
15120,ralf shocked by crash penalty williams appeal
15121,real ira leader found guilty over omagh bombing
15122,real madrid kick up a storm in tokyo
15123,reds sign humphries re sign heenan
15124,residents air mining waste plan concerns
15125,rex boosts merimbula sydney services
15126,rfs chief warns of looming bushfire threat
15127,rival granny beauty contests end up in court
15128,river flows push may spark row
15129,rockhampton forms health plan
15130,roddick rolls malisse in montreal
15131,saints stand down lawrence
15132,scientists to breed super vegies
15133,search resumes for woman missing in huon river
15134,seniors find retirement villages safer study
15135,shires consider merger benefits
15136,solomons force signals corruption crackdown
15137,solomons militants warned time for talk running out
15138,sorenstam thanks tiger for short game lift
15139,special police units set up in baghdad to stop
15140,strike to disrupt money printing
15141,sydney woman wins discrimination case against
15142,tax hike okay if services improve
15143,taxi drivers threaten strikes over safety
15144,teachers to protest against pay claim progress
15145,teen recovering from meningococcal bout
15146,terrorism fight will last years pm
15147,toddler responding to treatment for meningoccocal
15148,traditional hunters say shipping poses bigger risk
15149,transport head criticises airport security
15150,tuna farm trial sparks environment concerns
15151,unions seek delay on qantas drug test trial
15152,union to vote on electrolux eba
15153,us bishops set to vote on appointment of gay
15154,us condemns bomb attack in jakarta
15155,us pessimistic over irans al qaeda prisoners
15156,us says pneumonia cases in iraq seem sporadic
15157,us stocks fall despite record service data
15158,vic govt backs water ban enforcement
15159,vic govt tries to water down row
15160,vic medical officer urges calm over meningoccocal
15161,wallabies head fo coffs for bledisloe cup training
15162,wallabies prepare for bledisloe cup
15163,wa opposition blames govt over pay disputes
15164,warning against pulling f 111s out of service early
15165,wa teachers begin work bans
15166,welfare groups join funding protest
15167,welsh shines in hobart
15168,winds continue to fan canadian forest fires
15169,witnesses to violence often suffer trauma studies
15170,workers want textile tariffs frozen
15171,11 dead 57 injured in baghdad embassy attack
15172,aca backs warne charity match decision
15173,act teachers prepare for strike action
15174,aeu criticises sa govt education spending plan
